Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
1386,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Super Built Up Area,1200.0,7666,4,2,2,92.0
1387,Sai Ashirwad ,Mumbai,Mumbai,10+ Year,Ready To Move,Super Built Up Area,360.0,10138,0,1,1,36.5
1388,Advance Heights ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,8849,13,2,2,100.0
1389,Unnamed Property,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,600.0,7500,2,2,2,45.0
1390,Siddhivinayak Garima ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,400.0,8000,2,1,2,32.0
1391,Unnamed Property,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,30000,5,3,3,450.0
1392,Sai Kaveesha ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,420.0,8571,10,1,1,36.0
1393,Sai Kaveesha ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,421.0,8313,11,1,1,35.0
1394,Paradise Sai Riverdale ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115.0,7174,3,2,2,80.0
1395,Baline Residency ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1020.0,7352,3,2,2,75.0
1396,Baline Residency ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1150.0,6521,2,2,2,75.0
1397,Unnamed Property,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,536.0,27238,1,2,2,146.0
1398,Unnamed Property,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,565.0,28672,13,2,2,162.0
1399,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Carpet Area,450.0,23333,2,1,1,105.0
1400,Unnamed Property,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,400.0,27500,6,1,1,110.0
1401,Mallhar Bhimashankar Heights ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,734.0,26566,19,2,3,195.0
1402,Omkar Vive ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,409.0,25672,2,1,1,105.0
1403,Ventures Residency ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1230.0,7317,11,2,2,90.0
1404,Bhoomi Park ,Mumbai,Mumbai,10+ Year,Ready To Move,Super Built Up Area,625.0,14080,3,1,2,88.0
1405,Silicon Park ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,12857,14,1,2,90.0
1406,Gurukrupa Marina Enclave ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,452.0,23230,13,1,2,105.0
1407,Gurukrupa Marina Enclave ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,638.0,22257,12,2,2,142.0
1408,Gurukrupa Marina Enclave ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,635.0,22204,12,2,2,141.0
1409,Gurukrupa Marina Enclave ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,635.0,24409,12,2,2,155.0
1410,Gurukrupa Marina Enclave ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,838.0,24105,12,3,3,202.0
1411,Bhoomi Park ,Mumbai,Mumbai,10+ Year,Ready To Move,Super Built Up Area,1200.0,15416,9,3,3,185.0
1412,Tricity Symphony ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1080.0,8333,5,2,2,90.0
1413,Royal Oasis ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,669.0,21001,13,2,2,141.0
1414,Royal Oasis ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,600.0,22500,9,2,2,135.0
1415,Royal Oasis ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,600.0,23333,8,2,2,140.0
1416,Ahuja Sea Shell Apartment ,Mumbai,Mumbai,10+ Year,Ready To Move,Carpet Area,675.0,18962,2,2,2,128.0
1417,Sunteck City Avenue 1 ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,19916,19,2,2,239.0
1418,Yashwant Arcade CHS ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,650.0,14769,2,2,2,96.0
1419,Triveni Laurel ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1156.0,9083,15,2,2,105.0
1420,Unnamed Property,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1545.0,7896,9,3,3,122.0
1421,Kings Court by TCJ Realty ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1170.0,7008,3,2,2,82.0
1422,Tharwani Riverdale ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1130.0,6637,2,2,2,75.0
1423,Mohan Highlands ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1330.0,4511,3,3,3,60.0
1424,Unnamed Property,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,10476,0,2,2,110.0
1425,Deep Manohar Shreeji Nirvana ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Built Up Area,800.0,4625,1,2,2,37.0
1426,Satyam Paradise ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Built Up Area,875.0,4228,6,2,2,37.0
1427,Unnamed Property,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Built Up Area,925.0,10270,6,2,2,95.0
1428,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Built Up Area,3000.0,5733,14,4,4,172.0
1429,Unnamed Property,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1253.0,32162,10,3,3,403.0
1430,Maghnani Euphoria ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,703.0,7611,1,1,2,53.5
1431,Unnamed Property,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,7000,2,2,2,70.0
1432,Lodha Aurum Grande ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,795.0,26415,33,2,2,210.0
1433,Arkade Earth ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1122.0,17647,19,2,2,198.0
1434,Kanakia Hollywood ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1550.0,46774,15,4,4,725.0
1435,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Carpet Area,380.0,27631,3,1,1,105.0
1436,Cosmos Park ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,850.0,14117,7,2,3,120.0
1437,Cosmos Park ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,625.0,9600,1,1,2,60.0
1438,Cosmos Park ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Carpet Area,580.0,14655,4,2,2,85.0
1439,Evershine Avenue ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980.0,4285,1,2,2,42.0
1440,Agarwal Solitaire ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,625.0,5365,6,1,2,33.0
1441,Vishwa Hans ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,822.0,14233,8,2,2,117.0
1442,Vijay Vilas ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,935.0,9411,7,2,2,88.0
1443,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Built Up Area,540.0,15740,5,1,2,85.0
1444,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Built Up Area,435.0,18390,6,1,1,80.0
1445,Orovia Phase 1 ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,880.0,15340,15,3,3,135.0
1446,Trishul Symphony ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2000.0,8700,12,3,3,174.0
1447,Rachna Mangala Residency ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1250.0,6400,16,2,2,80.0
1448,Unnamed Property,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Built Up Area,960.0,8645,5,2,2,83.0
1449,Agarwal Lifestyle ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,710.0,4987,6,1,2,35.4
1450,Bhairaav Gold Crest Residency ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,693.0,12987,10,1,1,90.0
1451,Mahavir Kanti Pride ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,370.0,10810,2,1,1,40.0
1452,Unnamed Property,Mumbai,Mumbai,10+ Year,Ready To Move,Carpet Area,400.0,18000,4,1,1,72.0
1453,Goodwill Gardens ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Built Up Area,950.0,11052,1,2,2,105.0
1454,Siddharth Geetanjali Sujay ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400.0,14125,6,6,6,339.0
1455,Siddharth Geetanjali Sujay ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1615.0,15130,9,3,3,174.0
1456,B Chopda Oval Apartments ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1630.0,10490,9,3,3,171.0
1457,B Chopda Oval Apartments ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3200.0,10281,28,6,6,329.0
1458,DSS Mahavir Classik ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,850.0,15883,8,1,2,135.0
1459,DSS Mahavir Classik ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,18334,7,4,4,295.0
1460,Swaraj Symphony ,Mumbai,Mumbai,5 to 10 Year,Ready To Move,Built Up Area,640.0,8125,1,1,1,52.0
1461,Prachi Residency ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,480.0,6875,3,2,2,33.0
1462,Wadhawa The Nest ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1330.0,39849,2,3,4,530.0
1463,Lodha Fiorenza ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,887.0,33483,18,2,2,297.0
1464,Raj Shreeji Iconic ,Mumbai,Mumbai,0 to 1 Year,Ready To Move,Built Up Area,575.0,4608,3,1,1,26.5
1465,Lodha New Cuffe Parade ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,957.0,29153,21,2,2,279.0
1466,Panvelkar Estate ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,575.0,3086,0,1,1,17.8
1467,Lodha New Cuffe Parade ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,956.0,30020,31,2,2,287.0
1468,Lodha New Cuffe Parade ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1395.0,19713,26,2,2,275.0
1469,Indiabulls Greens ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1400.0,8857,9,3,3,124.0
1470,Indiabulls Greens ,Mumbai,Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891.0,7126,7,2,2,63.5
1471,Indiabulls Greens ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,891.0,6930,3,2,2,61.8
1472,Indiabulls Greens ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,891.0,6228,10,2,2,55.5
1473,Indiabulls Greens ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,1678.0,7508,32,4,4,126.0
1474,Indiabulls Greens ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,891.0,7239,14,2,2,64.5
1475,Indiabulls Greens ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1690.0,5147,19,3,3,87.0
1476,Unnamed Property,Nagaland,Nagaland,10+ Year,Ready To Move,Carpet Area,600.0,25833,7,2,2,155.0
1477,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,600.0,3500,0,1,1,21.0
1478,Shanti Green Palms ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,1570.0,12738,3,3,3,200.0
1479,City Century One ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,890.0,11797,14,2,2,105.0
1480,City Century One ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,10700,9,2,2,107.0
1481,Shanti Green Palms ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Built Up Area,1570.0,12101,7,3,3,190.0
1482,SD Alpine ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,898.0,30623,2,3,2,275.0
1483,Ajmera New Era ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,711.0,7735,11,1,2,55.0
1484,Raj Tulsi City ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,615.0,3577,4,1,1,22.0
1485,SD Epsilon Tower ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1280.0,18750,29,2,2,240.0
1486,SD Epsilon Tower ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1050.0,20000,29,2,2,210.0
1487,Marathon Galaxy ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,900.0,31666,3,3,3,285.0
1488,Runwal Greens ,Nagaland,Nagaland,10+ Year,Ready To Move,Carpet Area,1240.0,23387,31,3,3,290.0
1489,Nirmal Lifestyle Residency CHS ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,850.0,21764,14,2,2,185.0
1490,Runwal Greens ,Nagaland,Nagaland,10+ Year,Ready To Move,Carpet Area,1382.0,21345,37,3,3,295.0
1491,L and T Crescent Bay ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1402.0,38018,20,2,2,330.0
1492,Kalpataru Sunrise ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,11666,25,2,2,140.0
1493,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,850.0,8823,23,1,2,75.0
1494,Siddhi Highland Gardens ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Built Up Area,710.0,10845,3,1,2,77.0
1495,Unnamed Property,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1850.0,9729,20,4,3,180.0
1496,Everest World Aspen ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,10952,11,2,2,115.0
1497,Sheth Avalon ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1299.0,13163,14,2,2,171.0
1498,Omkar Alta Monte ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,920.0,26086,20,2,2,240.0
1499,Ashar Sapphire And Galleria ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,24210,26,3,3,230.0
1500,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,1450.0,12068,15,3,2,175.0
1501,Lodha Luxuria ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1220.0,11065,22,2,2,135.0
1502,Veena Senterio ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,440.0,26363,12,1,2,116.0
1503,Neelkanth Greens ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1300.0,14615,19,3,2,190.0
1504,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,777.0,43758,7,2,2,340.0
1505,Unnamed Property,Nagaland,Nagaland,10+ Year,Ready To Move,Super Built Up Area,1040.0,12500,9,2,2,130.0
1506,Monte South ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,1201.0,47044,18,3,3,565.0
1507,Gala Pride Presidency Luxuria ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,760.0,11052,18,1,1,84.0
1508,Runwal Eirene ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,11278,9,1,2,75.0
1509,Oberoi Exquisite ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1690.0,30917,7,3,3,522.0
1510,Oberoi Splendor ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1377.0,24183,26,3,2,333.0
1511,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,410.0,36585,9,1,2,150.0
1512,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,680.0,8382,1,2,2,57.0
1513,Bhagwati Bellavista 2 ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,690.0,7246,2,1,2,50.0
1514,Strawberry Sandstone ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,1180.0,8898,12,3,3,105.0
1515,Strawberry Sandstone ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,650.0,13076,7,2,2,85.0
1516,Acme Ozone ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Built Up Area,1004.0,12051,17,2,2,121.0
1517,Strawberry Sandstone ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,635.0,8661,4,1,2,55.0
1518,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,8000,2,2,2,80.0
1519,Lokhandwala Riviera Tower ,Nagaland,Nagaland,10+ Year,Ready To Move,Super Built Up Area,1000.0,16700,20,2,2,167.0
1520,Acme Ozone ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,1100.0,11500,23,2,2,130.0
1521,Unnamed Property,Nagaland,Nagaland,10+ Year,Ready To Move,Carpet Area,600.0,50000,1,1,2,300.0
1522,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,700.0,17857,9,2,2,125.0
1523,RNA NG Grand Plaza ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,1427.0,13314,24,2,2,190.0
1524,Hiranandani Silver Link ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,450.0,20444,2,1,2,92.0
1525,JP North Celeste ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,9285,2,1,2,65.0
1526,Nahar Lilium Lantana ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Built Up Area,1250.0,18720,21,2,2,234.0
1527,Paradigm EL Signora ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,850.0,26117,7,2,2,222.0
1528,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,1978.0,55611,5,4,3,1100.0
1529,Satyam Imperial Heights ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,2400.0,23125,39,4,4,555.0
1530,White City ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,460.0,26086,9,1,2,120.0
1531,Unnamed Property,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Built Up Area,565.0,12389,1,1,1,70.0
1532,Bhakti Aura ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Built Up Area,670.0,8955,5,1,1,60.0
1533,Satelite Royal ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,20476,15,2,2,215.0
1534,JP Decks ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,1290.0,15891,8,2,2,205.0
1535,Om Sai Riddhi Siddhi Regency ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Built Up Area,1000.0,8500,3,2,2,85.0
1536,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,1490.0,20134,14,3,3,300.0
1537,Godrej Emerald ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,760.0,15789,10,2,2,120.0
1538,One Hiranandani Park ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,559.0,27728,12,2,2,155.0
1539,Godrej Emerald ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,560.0,14821,21,2,2,83.0
1540,Puraniks Aarambh ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,600.0,12166,11,2,2,73.0
1541,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,443.0,13544,15,1,2,60.0
1542,Bhakti Park ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,645.0,8527,2,1,1,55.0
1543,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,1490.0,20805,22,3,3,310.0
1544,Unnamed Property,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,1340.0,18656,10,3,3,250.0
1545,Aashapura Crown City ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,874.0,6864,4,2,2,60.0
1546,Godrej Hill ,Nagaland,Nagaland,10+ Year,Ready To Move,Super Built Up Area,585.0,5726,2,1,1,33.5
1547,Raunak City 2 ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,6000,2,2,2,60.0
1548,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Carpet Area,730.0,11095,4,2,2,81.0
1549,Triveni Majesta ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Built Up Area,1250.0,10240,5,2,2,128.0
1550,Unnamed Property,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,450.0,10444,4,1,1,47.0
1551,Laxmi Om Tanishq Residency ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Built Up Area,675.0,5200,1,1,1,35.1
1552,Laxmi Om Tanishq Residency ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Built Up Area,1060.0,5200,1,2,2,55.1
1553,Peninsula Celestia Spaces ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,1233.0,39334,16,3,3,485.0
1554,Peninsula Celestia Spaces ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Carpet Area,866.0,43879,32,2,2,380.0
1555,Dweepmala Baline Dwellings ,Nagaland,Nagaland,0 to 1 Year,Ready To Move,Super Built Up Area,770.0,11086,2,1,2,51.0
1556,Platinum Palacio ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,8307,5,1,1,54.0
1557,Paradise Sai Sapphire ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,1120.0,7727,5,2,2,85.0
1558,Mahaavir Heights ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,675.0,8592,14,1,1,58.0
1559,Vaishnavi Bhawan ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,453.0,9713,3,1,1,44.0
1560,Unnamed Property,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Super Built Up Area,2200.0,11363,11,4,4,250.0
1561,Sai Satyam Residency ,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Built Up Area,670.0,5671,5,1,2,38.0
1562,Triveni Ultima Bliss ,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Built Up Area,1545.0,7766,18,3,4,120.0
1563,Unnamed Property,Nagaland,Nagaland,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,4384,10,1,2,28.5
1564,Unnamed Property,Nagaland,Nagaland,5 to 10 Year,Ready To Move,Carpet Area,425.0,37647,6,1,2,160.0
1565,Unnamed Property,Nagaland,Nagaland,10+ Year,Ready To Move,Built Up Area,550.0,10909,2,1,1,60.0
1566,Unnamed Property,Nagaland,Nagaland,10+ Year,Ready To Move,Built Up Area,625.0,12480,3,1,1,78.0
1567,Unnamed Property,Nagaland,Nagaland,10+ Year,Ready To Move,Carpet Area,400.0,41250,5,1,1,165.0
1568,Aristo Pearl Residency ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,1510.0,34437,5,2,2,520.0
1569,Unnamed Property,Bhubaneshwar,Bhubaneshwar,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,17857,1,1,2,125.0
1570,Space India Vishesh Homes ,Bhubaneshwar,Bhubaneshwar,5 to 10 Year,Ready To Move,Super Built Up Area,640.0,7578,4,1,1,48.5
1571,Hiranandani Rodas Enclave ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Carpet Area,1352.0,24408,15,3,3,330.0
1572,Reliable Balaji Shrishti ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,1090.0,7706,6,2,2,84.0
1573,Ronak Residency ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,984.0,7113,6,2,2,70.0
1574,Shree Shivankar CHS ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Carpet Area,1030.0,53398,6,2,2,550.0
1575,Raunak City 2 ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,607.0,6013,14,1,1,36.5
1576,Haware Green Park ,Bhubaneshwar,Bhubaneshwar,5 to 10 Year,Ready To Move,Super Built Up Area,980.0,5612,0,2,2,55.0
1577,Hiranandani Eagleridge ,Bhubaneshwar,Bhubaneshwar,0 to 1 Year,Ready To Move,Carpet Area,1093.0,28270,23,3,3,309.0
1578,Infinity Avenue ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,7000,1,2,2,70.0
1579,Progressives Meera Aangan ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,1700.0,10294,7,3,3,175.0
1580,Unnamed Property,Bhubaneshwar,Bhubaneshwar,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,6676,4,2,2,70.1
1581,Runwal Forests ,Bhubaneshwar,Bhubaneshwar,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,18139,32,2,2,195.0
1582,Runwal Forests ,Bhubaneshwar,Bhubaneshwar,0 to 1 Year,Ready To Move,Super Built Up Area,672.0,18154,26,2,2,122.0
1583,Runwal Forests ,Bhubaneshwar,Bhubaneshwar,0 to 1 Year,Ready To Move,Super Built Up Area,944.0,17478,16,2,2,165.0
1584,Unnamed Property,Bhubaneshwar,Bhubaneshwar,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,7808,11,2,2,89.8
1585,Gurukrupa Aramus Complex ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,688.0,8575,10,1,1,59.0
1586,Satyam Majestic ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,1550.0,8387,13,3,3,130.0
1587,L and T Crescent Bay ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Carpet Area,2400.0,50000,6,4,4,1200.0
1588,Avicon Levante ,Bhubaneshwar,Bhubaneshwar,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,8571,8,1,2,60.0
1589,Yash Heights ,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Carpet Area,751.0,11984,6,2,2,90.0
1590,Unnamed Property,Bhubaneshwar,Bhubaneshwar,1 to 5 Year,Ready To Move,Super Built Up Area,1080.0,9629,8,2,2,104.0
